"","sub","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","defaced","site"
"1",12,-4.7674910842263,4.64476935781743,1.53943884694268,3.1864907541159,-0.654427909190644,-0.993346031671116,0.437553989215695,-0.65002714990093,-1.20596470264737,1.91384163283413,0,0
"2",13,-0.926888033646995,1.09729632241247,0.902679126903009,2.21394934276646,2.189572411121,0.581699095697995,-1.50420736737123,0.492337997420922,-0.11673934304424,1.54337250808872,0,0
"3",14,-5.09706014783236,-4.49922626474546,2.14783848568878,5.15783947379284,-0.191325025044082,-0.756197129883513,0.489000368725521,0.669899044471681,-1.68735806116338,-1.33903985966248,0,0
"4",15,-3.01522340160516,0.767799927469399,0.664219234331638,2.11707749553872,0.693176388572105,1.06833560883461,-1.20822910900729,-0.258078912967618,-0.948984824605061,-1.03170936771163,0,0
"5",33,-6.42371044621203,0.247600907747389,2.05546026125766,0.802889940449677,1.25470834592119,-1.47747327617099,-0.229120489159384,-1.00834343091838,-0.412710425627207,0.526735073124829,0,0
"6",34,-4.52085769020713,0.429737966751622,-0.358146875636612,0.619239061053409,0.72414672385738,-2.25000681131494,-0.043643178771414,0.655911845222306,-0.800892647170344,-0.835686237317672,0,0
"7",39,2.13240928204242,3.57884554953381,8.74079426746085,-3.53682094813943,-1.23033684802938,0.916058462600838,-0.781949350409802,0.139066408217002,-0.441094068087087,1.6991711452537,0,0
"8",48,-2.06327987329811,6.33355021112495,1.92891769252449,4.00423191366501,-1.47940662795983,1.74625222866155,0.38112400254573,-0.732089941699558,-1.20828453850235,-2.19135246496844,0,0
"9",49,-3.79077707980493,4.5729178695962,0.864451753519986,0.517045102930095,-0.409158272746467,0.726330963358672,3.19485879806525,-0.733333400502885,-0.494229510694855,-0.646580274220386,0,0
"10",51,-2.66495666382693,-2.0856318180032,2.3423412111959,0.306258284361578,1.72374255457991,-0.692236252229003,0.482768929086723,0.706775349900716,-0.927070566630352,0.300706464883374,0,0
"11",52,-6.8892629315524,1.31185856694688,-0.838315232598993,1.43278954310043,1.5078695848894,1.0361897765287,-1.7529986764786,0.907536033249952,-0.677015667441684,-1.15703536318525,0,0
"12",56,-2.26847718602159,-1.80075222052915,3.04094240368619,-4.10403012188337,2.28979695179102,2.36513140373706,-3.56411978567625,0.199058046814053,0.127818643247545,-1.91300212242391,0,0
"13",57,-5.4838794372798,-4.7170922749143,0.0793836481938871,0.610211491692305,5.00145373095359,1.40778042495589,-0.565058917824572,1.62213028737242,2.5468358242862,-1.3305707252049,0,0
"14",59,-2.63668402837129,0.276178087085581,-0.165780069494401,-2.39072351091108,0.268184378780265,-0.972231966110353,0.438133240054871,0.990388126198671,-0.459807318811705,-0.767121944753801,0,0
"15",67,-6.86655760438108,4.18930140290378,0.186575357160897,-0.979949410794066,1.58019809122511,-1.77097087291299,-0.0776936912754228,-0.259405771634659,0.39103367938772,-0.148529444837021,0,0
"16",72,3.48235299271836,4.25819546742928,-1.84875061493583,2.00831442234663,1.94632702852492,0.177125034360323,-0.290324495914846,-1.44936201377591,0.796277176362929,-0.391350975394671,0,0
"17",79,-2.8499587217137,-5.28601335091013,1.01513384045666,1.50399589336118,-1.32595450622428,-1.32195049728579,0.153124977164598,-0.328411457562498,0.345379872547271,-0.284989335904674,0,0
"18",80,-4.49354236505013,-3.25889429552886,-2.2545029084715,-2.74732912842605,-0.970624980834948,-1.7250827967474,-0.127741928151939,-0.727185293520311,0.0586504638556681,-1.2634588802029,0,0
"19",83,-3.52681297974784,1.04474556340206,3.61924887039263,1.56444086417132,-0.0809764313911656,1.08764074401032,0.648638078323416,-1.26184119974934,0.101311369629098,-0.866584332332396,0,0
"20",92,-5.05977337111578,0.350129696497157,0.996880737304767,0.571916692368172,1.35938838730034,-0.994626563493374,-1.19331730304198,0.0197372133645467,2.1041936494017,0.538173031182511,0,0
"21",93,2.23896595711806,3.56027071351892,1.18101245775705,-2.66597958006896,-0.351242661337906,0.602029222477773,3.26033018177287,0.58530607620819,-1.23445824835178,-0.700711125453188,0,0
"22",94,1.88758553990778,4.02734890000682,-0.0643322413587306,-2.81384086658056,-2.47871641549183,0.557070436150578,0.859148230234395,1.22241857485057,0.503865405586274,-3.32537775378203,0,0
"23",95,-3.71961890052291,-1.9081890491869,0.597119089494659,-0.290883445485844,1.73921093708448,-2.40197654399806,-0.0359581379905216,-0.0863409230355751,-0.96868849710574,1.31819933313376,0,0
"24",96,-3.04653724517021,2.73099592097811,2.20615857633655,-0.0890946757986235,1.08160434411697,2.35957563197034,2.14263781762408,-0.72646304056535,0.763125918471034,-0.499348238851108,0,0
"25",97,-3.95823673264016,0.551093848515853,1.32949139214073,0.765955088927745,-1.64345265287973,0.0991253259570293,-0.172616523353564,1.13399447919389,-0.520988993288613,2.29800524477748,0,0
"26",102,-1.18956398355361,-0.638952170220776,3.14353582443796,-0.949001976793366,-0.983769814366334,-1.0833911300969,-0.149362537356685,0.818880974627961,1.84955997294684,2.16012253306382,0,0
"27",104,-1.98665014597016,-1.73446304749667,-1.18981553736777,-2.36299278147312,-1.12028902753354,-2.08524424156319,0.913775166969091,-0.175365806992755,-0.377967770890994,0.120096759290931,0,0
"28",105,-3.81235162445559,-0.68801891808731,1.6856476959404,-1.33305811022208,0.54526165828234,0.380899826510541,-1.06574861470518,-0.00773692916236003,-1.22055210896758,0.853692168668625,0,0
"29",126,0.0962454558694673,6.46912727237593,-0.0351246556432224,-2.34576001959097,-1.35692827947091,2.29294663295105,0.989367472432268,-0.676487840348366,1.65710365661245,0.189819765051642,0,0
"30",127,-3.08413308917769,-0.179028018075219,0.116804549711512,0.324730007219277,-0.496057687515202,-0.897496997329422,-0.385453580793612,-0.332772437015663,-1.42482698792965,-0.815425326082552,0,0
"31",128,-3.76053875316546,-2.70298592731142,1.7468020305042,-0.340674381321667,-0.578262686042342,-0.310846611768513,0.0505144165211675,0.86022863734236,0.620945583349847,-0.49836542328403,0,0
"32",130,-1.50374985844519,2.78672140766418,2.38412383804997,-0.737692640446494,-0.284553076711311,-1.08439133477136,-0.421159386634034,1.16332025387216,-0.0572350767837406,2.6260414734404,0,0
"33",131,-6.22300093579165,0.774490152578598,-0.824021809480124,3.45299159697727,2.25858119352839,1.24845276243674,-1.19346177256924,0.136309690007022,1.49647146021835,0.0472704604532905,0,0
"34",132,-0.997914930706664,-0.531034763762692,-0.805691931562446,1.69089113153125,1.98081530752531,0.535284271511274,-0.63417481917508,0.0719428799041968,0.0363247276469962,1.14059149763212,0,0
"35",136,-4.13893924560602,5.12728510610846,1.23931433900437,-2.1004086562141,-0.536455542701621,-0.550882319143499,1.22016013533424,-2.36980074069673,0.159714680856291,0.200248453411511,0,0
"36",137,-5.1373361909214,1.04952725295251,-0.0253448042759873,0.707848489276771,0.44558560093292,-1.52160599758666,0.0479136532694475,-0.526887625676096,-1.43379994895621,0.895865121616046,0,0
"37",146,-5.53524635033722,-1.36507812809662,0.852525808464237,1.61951656417593,3.3092973824881,0.669455305807117,-2.33608834659118,-0.0438087907530652,1.31469442015453,0.618709969192203,0,0
"38",148,2.13337747823312,2.12827180542833,0.910183636974903,-1.71453204277691,2.52951351416662,0.640507810928812,-1.08049959077379,-0.115961677018313,-0.53200946293588,1.99510416090799,0,0
"39",150,-3.90599989518514,-4.59538294246054,-2.05529935718058,-2.5416409930657,-2.08623319802101,-1.30463478934644,-1.3692697197639,-1.31164690180859,0.309668968557343,-1.04810608094264,0,0
"40",159,-0.0286596124148918,-6.5268372757348,4.25344041607142,-0.30179528312595,0.357083841554968,-1.34378809584878,-0.171944663686467,-1.62634882762843,2.04861803417809,-0.166498179379046,0,0
"41",160,-1.90997213444965,-6.61124941523852,2.24747908508762,1.52979564910583,-0.673268740251406,1.17678216443107,-0.613002666314885,-0.0239226542917074,1.11865018626207,-0.776281288782363,0,0
"42",161,1.90846662910357,1.45283254364563,-5.7193711157591,-2.22577653492957,0.937935027763238,2.61477111659526,-1.55976149541751,0.664080834777245,1.92344232851251,0.0450412908954832,0,0
"43",162,-3.9833775864859,1.59643478819821,-2.57499788574698,-1.62821351435559,1.50627942006712,2.02011086460723,-2.07108317452382,-0.624546029319748,-1.28799075551328,-0.768503610645562,0,0
