,bids_name,cjv,cnr,efc,fber,fwhm_avg,fwhm_x,fwhm_y,fwhm_z,icvs_csf,icvs_gm,icvs_wm,inu_med,inu_range,qi_1,qi_2,rpve_csf,rpve_gm,rpve_wm,size_x,size_y,size_z,snr_csf,snr_gm,snr_total,snr_wm,snrd_csf,snrd_gm,snrd_total,snrd_wm,spacing_x,spacing_y,spacing_z,summary_bg_k,summary_bg_mad,summary_bg_mean,summary_bg_median,summary_bg_n,summary_bg_p05,summary_bg_p95,summary_bg_stdv,summary_csf_k,summary_csf_mad,summary_csf_mean,summary_csf_median,summary_csf_n,summary_csf_p05,summary_csf_p95,summary_csf_stdv,summary_gm_k,summary_gm_mad,summary_gm_mean,summary_gm_median,summary_gm_n,summary_gm_p05,summary_gm_p95,summary_gm_stdv,summary_wm_k,summary_wm_mad,summary_wm_mean,summary_wm_median,summary_wm_n,summary_wm_p05,summary_wm_p95,summary_wm_stdv,tpm_overlap_csf,tpm_overlap_gm,tpm_overlap_wm,wm2max,sub,defaced,site
1160,sub-1165_T1w,0.772158754652482,1.229715486014188,0.617723602746921,15170.02777777778,5.61521005169573,5.404617525707487,5.831372459272253,5.609640170107448,0.2707694174764189,0.3681892820682436,0.3610413004553375,0.3966090381145477,0.1637841939926146,0.0,0.0019273754678735,7.323480277008501,7.190151219936769,7.261721386755866,146,256,256,2.8434531222068826,8.021243978523968,8.331799064705377,14.13070009338528,41.818121918750144,64.71695664370341,61.07902883906353,76.70200795473704,1.1999998092651367,0.9374859929084778,0.9375004172325134,21.712196059453717,0.0,3.0626238152437355,0.0,2847748.0,0.0,19.31489512324333,8.098869436703428,5.613785802476404,137.93626776339434,528.7369571455581,516.9602994248271,349717.38600799534,248.4641335532069,821.8392256647348,181.80695727860265,0.6259127246232796,59.68259889865264,804.1988022894315,800.0382549315691,475541.86318800366,640.212278701365,977.697042748332,99.73981789946872,-0.3301847137208544,54.72086264817083,938.8088602630136,948.1987994536756,466309.7517176732,815.5762274935842,1034.781163483858,67.10196780640135,0.1952204387317658,0.5250698035326078,0.5582946298112008,0.3446168431243127,477,1,2
1161,sub-1166_T1w,0.5809911491346234,1.6972954928993542,0.694587915945869,-1.0,4.323466533115309,3.690503688368144,4.8832859542752525,4.39660995670253,0.2602867498834437,0.381116090614491,0.3585971595020653,0.265386164188385,0.0507323488593101,0.0,0.0013946929113623,6.080258810145248,5.990073785050598,6.066222928379834,150,256,256,2.1041852146003777,6.742538844469432,7.955159171820905,15.018753456392904,90.2063179254222,160.75105967095467,152.83101756545,207.53567509997316,1.20000422000885,0.9374998807907104,0.9374995827674866,38.48903240287044,0.0,0.7480756950719855,0.0,2562879.0,0.0,4.711266718804836,3.076855938273636,-0.4532918158858106,172.76071303465235,437.79470967360095,423.6550510376692,415107.9118125148,132.07251035049558,772.8047841079533,201.33899706292743,-0.4673351791256275,79.69477636330902,759.7561005123895,754.9692743867636,607807.7528109837,578.2294686213136,971.9343240894376,111.97097573216128,-0.2335705306286479,47.96321682633205,959.70411463554,974.693780310452,571894.3362635996,827.9490393213928,1041.369421683252,64.89839060063406,0.2076661021144956,0.5270109273845269,0.5475732908064399,0.7168029400964614,138,1,1
1162,sub-1167_T1w,0.8178702694980976,1.0702536708487167,0.6594568362614199,-1.0,4.095602627859838,3.477814110042213,4.823946666666667,3.9850471068706352,0.2633074683045669,0.352028105566226,0.384664426129207,0.356118842959404,0.0897683948278427,0.0,0.0005638267284421,7.278967151571796,7.13699662761051,7.200791905599262,150,256,256,2.3457396610753065,5.106085110740606,6.662539379507705,12.5357933667072,62.78135551788745,136.93542076595276,122.9290678019286,169.07042712194558,1.200000882148743,0.9375,0.9374995827674866,41.13630788391027,0.0,0.9775875202615892,0.0,3150381.0,0.0,6.152375794947147,3.719624498165767,-0.5852057107566595,138.46122238031728,383.3139992486488,356.4495393820107,352449.15891066,187.0501437075436,665.7408196367323,151.95592231370458,1.0725215708236986,78.55139382880807,767.0322336037103,777.4691587090492,471205.81318345165,497.3867305293679,1010.0946687422692,152.2630972395848,-0.661578468819092,70.66968689446318,946.2871582976536,959.9199535213412,514891.0295824648,807.0662675090134,1052.026395034045,76.57425368161392,0.1964255416480685,0.494737653810344,0.546949647472913,0.5702803406671398,158,0,1
1163,sub-1168_T1w,0.6383205750712689,1.545831112173902,0.6083100067175786,-1.0,4.933358167590881,4.192053169439306,5.808906666666667,4.799114666666667,0.2621379335260939,0.3806351759074917,0.3572268905664142,0.3561893254518509,0.1644091993570328,0.0,0.0020211485532988,6.572196288733829,6.47013339986295,6.544051304548782,150,256,256,2.39949472459031,7.974484084975777,8.572843939008758,15.344553007460185,62.35010759493661,98.8866122752507,94.29935611909214,121.66134848708911,1.2000014781951904,0.9375,0.9375,328.16999731005063,0.0,1.3163724791344276,0.0,3108239.0,0.0,9.325247917324305,5.192641257059524,-0.0307625900525039,152.1894188619006,495.51495419526526,494.1898222714663,386968.5419808305,116.63807498663664,816.683952966705,205.9555199961459,-0.4556492137335457,66.04784381768526,786.9732730692662,783.7798398490995,561894.4082843965,624.6708170939237,968.7144844271244,98.28587455348914,-0.4387298906364285,49.17770583605308,951.1966796543298,964.2934472020715,527339.0506264545,826.7581197582185,1032.396747406572,62.84266035195852,0.2022938221367129,0.5274160163905709,0.5506598756940382,0.8125852486716476,059,0,0
1164,sub-1169_T1w,0.6036159455992087,1.8083605559514824,0.6807478144385687,-1.0,4.203399741292607,3.454134911765714,4.909098978778775,4.246965333333333,0.2526888479586198,0.3866226691160419,0.3606884829253383,0.2447981089353561,0.0490253031253814,0.0,0.0012766068465552,6.77662760831896,6.707457881301925,6.789238001899653,150,256,256,2.4765290856253643,8.197623317097044,9.774815625310111,18.650294473207925,154.33590211444462,228.83470284063216,223.21151192721968,286.4639308265822,1.199999451637268,0.9374999403953552,0.9375,75.44030782628398,0.0,0.4097719084330265,0.0,3022018.0,0.0,0.0,2.234645387039403,-0.2185175234839551,142.01367630417482,521.709059964215,526.4339024890214,361334.18732309504,150.8757297117263,846.7411563042551,212.56894461108615,-0.7100819661222739,74.88305685314339,783.4934075137961,780.5464832931757,552853.7926161588,630.341723702848,957.613184640184,95.21610681233336,-0.2285413110622145,43.77039878360557,969.3240361810982,977.1175919622184,515769.02149623074,868.8831703104079,1042.1554199364036,52.39148615707096,0.2076370121502019,0.5211436669815058,0.5424298184111115,0.7087927764630851,265,1,1
1165,sub-1170_T1w,0.639673422811488,1.6702314018771809,0.6540222151085184,-1.0,5.111281250703378,4.240723752110136,6.085194666666666,5.007925333333334,0.2631521182916299,0.3811031431498313,0.3557447385585387,0.3680643290281296,0.1893698483705521,0.0,0.0008494671332958,6.583021394478278,6.5026747648911805,6.582655302325775,150,256,256,2.3965179723069228,8.001719926680908,9.419879926458272,17.861401880386985,82.02543433362898,124.6682520334779,120.38126620286076,154.45011224147538,1.1999956369400024,0.9375,0.9375,33.745664290614755,0.0,1.1293890714382675,0.0,3238793.0,0.0,9.11824856325984,4.119069848524151,-0.1539533870359628,146.42324387261095,507.0704677093374,515.7223646491766,387383.6021905812,107.99951926246284,835.1016513966024,215.1962576371355,-0.6619323393886214,73.69316000994257,786.3685834307297,783.8325545936823,561018.1265420206,625.3819344416261,964.0322425588964,97.95792194617395,-0.3392928711393117,46.084977121416166,962.8299747655976,971.0814426355064,523688.27269112127,858.8957089930773,1037.796226978302,54.367541919841166,0.2036420149651408,0.5212357920311755,0.544644966643541,0.8488931049502508,034,1,0
1166,sub-1171_T1w,0.7060212365386116,1.477825349538061,0.6602157753020561,13107.344069674558,4.382340460611192,3.5728243331159746,5.097578666666666,4.476618382050935,0.2614379773087652,0.3775945193192345,0.3609675033720003,0.3298834562301636,0.0756935894489288,0.0,0.0008364557941918,7.10044041335583,6.993962001589872,7.070279174606367,150,256,256,2.2631490149420057,6.985381152482993,7.664166351403487,13.743968886785463,43.86660159246093,72.73259482312369,69.19730878842479,90.99272994968976,1.1999974250793457,0.9375,0.9375000596046448,16.90320284379391,0.0,2.464173367004052,0.0,3436462.0,0.0,17.703219229355454,6.847738504370208,-0.5997248099664763,160.2714878716191,459.0639556978172,458.5106502715498,357561.9244715021,133.87889056652784,788.1887821760029,202.5982408057533,-0.6347781684857741,77.44635358923809,763.594281738025,760.2291524223983,516426.2070396253,587.0158363878727,958.9471063297242,108.83134359871288,-0.3623433537222937,57.3062574600263,940.8640394605924,951.0911323111504,493685.869612328,810.3928198534995,1038.243344079703,69.20054730113246,0.2063067595193299,0.5256027780724747,0.5537929755093941,0.5793515707199445,188,0,1
1167,sub-1172_T1w,0.7732071959310105,1.1393797355930102,0.5557931158811256,-1.0,4.895352089313751,4.237501601274589,5.461823999999999,4.986730666666667,0.2771448305485255,0.3511084179487288,0.3717467515027456,0.4060988426208496,0.164596277475357,0.0,0.0016007060110842,7.721127633261005,7.587094985159956,7.649508292521877,150,256,256,2.416459108020985,5.423047197003517,6.880195531886092,12.801080290633774,80.41812318080156,169.66971206333253,153.33730746373587,209.92408714707352,1.1999971866607666,0.9375,0.9375,39.9437296162836,0.0,1.0038268794258849,0.0,3467399.0,0.0,5.1597830504179,2.991015694292314,0.3536968087958323,110.41845160624987,388.2659636656274,367.1477703563869,349961.309548898,119.8919401243329,665.0035485215485,151.9360474930174,-0.0977287120150296,74.87525721665637,763.0307593302075,774.6245997436345,443357.9421120206,504.2227615825832,997.1280744932592,142.83920054814976,-0.7381088966855716,67.22535141909918,941.8581911284796,958.4053630158304,469418.75018545886,802.4679573364556,1039.7936390563846,74.86902045867767,0.1780923770106681,0.494754386614133,0.5514221972260225,0.7632460269335463,559,1,0
1168,sub-1173_T1w,0.8860337960838237,1.0198923698626448,0.6498014066805806,-1.0,4.029681997992028,3.465920660642749,4.6701120000000005,3.953013333333333,0.2597975887957376,0.3559753108338759,0.3842271003703864,0.3700141608715057,0.0949127823114395,0.0,0.0015744526838865,7.093400794461572,6.945903861420475,7.020872124806526,150,256,256,2.332867644372556,5.668525419997764,6.965110966174154,12.893939834152144,72.4692337283137,133.48794811162875,122.20861593291744,160.66866595880995,1.1999986171722412,0.9375,0.9375,56.22549031060411,0.0,0.8805904232104502,0.0,3266906.0,0.0,5.551464311778545,3.902244782286589,-0.6055138855636018,158.6912636636435,446.08335980060434,431.654674038291,355872.81576664274,178.89310506731272,775.8737851660699,185.0315291593532,1.67909017488571,74.9573711668705,790.0640755787751,795.1056436747313,487617.8289301188,548.1504531931132,1017.560749311,140.26660718030553,-0.541581368277968,68.49046071325814,949.306879956165,957.0044702365994,526317.3562791174,818.3311576321721,1059.3383506368846,74.22119021757918,0.2088327877790623,0.4934813912838516,0.5395877760247134,0.5783932759299519,250,0,1
1169,sub-1174_T1w,0.6637417603683164,1.3328382341823015,0.6605636769481296,-1.0,4.384155195655565,3.62224692030003,5.1570453333333335,4.373173333333333,0.2670124628026703,0.3616608153197005,0.3713267218776291,0.2915895283222198,0.0657830297946929,0.0,0.0008420586622941,6.176907660406912,6.055729275461179,6.1196650609903855,150,256,256,1.996217703030981,5.570755468518153,6.953603845389192,13.29383836461844,77.43209100643433,173.0933481044429,156.84977359502176,220.02388167418803,1.1999982595443726,0.9375,0.9375,34.89331803514895,0.0,0.7537963205570919,0.0,3070578.0,0.0,5.2138880006968975,2.884538887731602,-0.5670886507915358,147.49697273710115,379.4790777644053,340.93034315668046,420425.2746418312,169.66202216409147,711.2743878122419,170.78795422958086,-0.101120529915331,79.37039321718547,761.4954086159659,762.1229622028768,569454.1221483878,526.4973569996655,996.8532533049583,136.80770899742006,-0.4864117683810569,57.78070927763625,950.9609736061794,968.7561901900916,584673.6043276996,806.9939983300865,1043.6729142405093,72.87250944084781,0.1914218604480102,0.4969666967013336,0.5537833223296615,0.6357948948378065,324,0,1
1170,sub-1175_T1w,1.094084406374134,0.7494957971088544,0.6469128521188632,3931.426305529301,4.977735948502674,4.85866007092558,5.298024196866202,4.776523577716239,0.2548753371645226,0.3488237082297593,0.396300954605718,0.554529458284378,0.2280049219727516,0.0,0.0014078696975153,6.718322281747585,6.563171011674953,6.665514959591439,146,256,256,3.4615038675343204,5.015738801293472,7.109961348039005,12.852641375289224,22.896444901848664,33.5479980836522,31.840309626592585,39.076485894276885,1.1999995708465576,0.9375079870224,0.9374998211860656,26.739977333900686,0.0,5.911378809958502,0.0,2502683.0,0.0,36.390794932842255,15.68869202658123,0.2416165135199914,119.28058183064924,567.9773428012774,548.3060818612576,356226.0052156642,353.3844918385148,845.7465158179402,158.40089546023012,9.143834169289836,75.89667400870003,791.279647028771,803.3811127617955,487532.7581302676,491.8867710605264,1031.7740869298575,160.17187510420823,-0.5898190128185328,68.95122240843438,933.9283462089955,935.7729973122478,553889.2365690994,812.2072383984923,1049.2905516549945,72.80776964505101,0.2284192970837337,0.4751449882523106,0.500257037170382,0.2506324796908885,464,1,2
1171,sub-1176_T1w,0.7150787791669354,1.3003716362929498,0.6229292952983111,-1.0,4.11356848385178,3.454358784888674,4.822496,4.063850666666666,0.2658607941518123,0.362312072693381,0.3718271331548066,0.2666137814521789,0.0503908365964889,0.0,0.0016850970509141,7.646943867470316,7.527685515231189,7.595417499957798,150,256,256,2.1976040416182787,5.958669603295036,7.448132284525876,14.188123208664312,81.41691219583146,162.3005871177157,148.6684229844553,202.28776963981863,1.1999969482421875,0.9375,0.9375,37.39269164666867,0.0,0.8349212165675484,0.0,3757146.0,0.0,7.174023389816284,3.124372667996618,-0.5342353768851855,157.20178834578377,407.8532802980484,388.28063160181046,338614.3982400361,144.95274871587753,733.2494354248047,176.68335646944556,-0.3539924136818024,79.17636146171134,770.2750543783911,774.018232524395,461459.8585758911,544.3959465622902,991.1127462983133,129.89768612667189,-0.5372403661200282,57.18954228888524,951.0309613490982,964.7187647223471,473578.7438844311,820.2478533983231,1041.8395161628723,67.99473982518353,0.1986196941877344,0.5057270292541566,0.5573364424440544,0.6535553016702029,376,0,1
1172,sub-1177_T1w,0.6721967685597433,1.6438206229480294,0.6023711083052248,45045.238765495866,5.233927766969235,4.31079663424104,6.136608,5.254378666666667,0.2451259502036371,0.3868611840834259,0.3680128657129369,0.3197011798620224,0.1549396552145481,0.0,0.0018741885286334,6.634361094966619,6.557833661353989,6.629721310764851,150,256,256,2.0771990419839503,8.289753835810647,10.274604576074848,20.456860850429944,24.588444056388376,38.56174651179517,36.77129437269557,47.16369254990317,1.1999986171722412,0.9375,0.9375,1367.6184303048142,0.0,2.522609549059064,0.0,2615443.0,0.0,13.850415218621492,13.579018422619685,-0.9379882575614676,170.8856764073109,488.9658174775306,509.6449148990214,358434.4403411886,68.9247026424855,862.125390926376,245.3516459741463,-0.7602322589831352,77.99435831655505,800.1221964610113,799.2696884069592,565686.2192333273,640.5187474284321,970.9896545447408,96.41649170493233,-0.3201629792374314,41.85336317513558,971.2684288993838,977.5623061303048,538125.3410770718,881.5411548055708,1039.1840625666082,47.7864812677648,0.1987929409903684,0.5228965615436011,0.543281115424662,0.7439868141134983,176,0,0
