"","sub","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","defaced","site"
"89",58,-2.05179700483112,-3.30201151113533,2.40466002805347,-2.70918295485138,-1.16196164428537,1.89832494350897,-1.31041972833252,0.750697336740566,1.97492370041498,0,1
"90",58,2.21344915805909,-2.16610499659171,-2.49998324519406,0.532741621793701,0.743499368822418,-0.848619797727452,0.267361667214109,1.02907651929619,0.0837769929144731,1,1
"91",59,3.67633324908309,-2.4402621556285,-0.473029493043075,0.777998001696246,1.62733572475238,1.99109619810092,0.32671462966495,0.0185473583365506,0.984248811796564,0,0
"92",59,1.30225772052705,-4.77402394105258,5.27408064345183,-0.139697007331033,-0.928578399280461,0.76789148616201,-1.56267406171061,-0.31416943980275,0.324227105803478,1,0
"93",60,-4.25242508258806,-3.69576676132096,-2.61027353917883,-0.797215220812151,1.45869579056848,1.6140885684737,-1.60671429043784,0.0448748191055665,1.03114112522217,0,1
"94",60,-0.107783683506253,-2.1788440251105,3.96435405277422,-1.34570116993078,1.40497769547285,-1.16932133389898,-0.725992627765321,-0.722854180156089,-1.10676585128091,1,1
"95",61,0.543820659543209,-3.30808964653228,0.736485959842898,-1.43399320808677,-0.443767287531698,-2.5114887027471,0.180838343105311,0.145632489115189,-1.02744399587654,0,1
"96",61,0.896398782544548,-2.19464524701581,1.6640665418471,-1.63663707712406,1.89823390760307,-2.7785379525617,0.620006619826021,-1.25259371019216,0.951234503580643,1,1
"97",62,1.53854098421079,-4.94950762041762,2.8461882028518,-2.74342722345331,-1.95274310556535,-0.357125537502086,-0.10547864102414,2.28377084552582,-1.00252332587703,0,1
"98",62,0.61679176232542,-1.93482249259901,2.76642646349271,-3.90710882769336,0.777702818396631,-1.08356392899004,1.39009257631798,0.337523801493789,-0.463613377026058,1,1
"99",63,-1.43471361465513,-4.58785713466469,-2.42236581512314,0.20329533077952,0.17976262621641,0.0323337505956877,1.97571714062878,0.0269282787691847,0.650560544051508,0,1
"100",63,-2.77204571512188,-0.922113799180394,-3.06630835876516,-0.763462302006451,-2.15404820944118,-2.23171619560644,0.462326140388599,-0.925568974485569,0.851592794470504,1,1
"101",64,-4.61271867028544,-1.78220176564307,-0.122148348219959,-0.872224395943014,-0.431783894559412,2.1832089801161,-0.267412187812076,0.436566629587916,1.2694545685453,0,1
"102",64,-1.32444634951248,-2.94900596148466,1.63204392756154,-2.90236322902436,-1.75297249405373,-0.284503476652422,-0.305013773379838,2.19793465867176,-1.02229891837793,1,1
"103",65,-1.9270914430793,-1.85931275293319,-0.377770253367793,-2.82243137003059,-0.104935346567705,-1.02085494593271,-1.63400823824986,1.24937182260929,0.355048930545585,0,1
"104",65,0.0550602872343655,-5.44656713170852,-1.23946979019101,0.229262389861549,-1.720716827208,-1.88874096779745,-0.828776161589654,1.53910186317167,-0.158907871127497,1,1
"105",66,2.09106579261028,-5.09452378604313,-3.29484003084588,-0.919615468268523,-2.10123419261481,-3.80771464489712,0.627579666695776,1.65466112015599,-0.404122031192076,0,1
"106",66,-0.810955225578981,-4.80321993577923,-1.89596630919487,0.909337381512531,-1.72860341469574,-1.56457364702611,-0.157125776124978,1.05811771381796,-0.096276623033827,1,1
"107",67,-2.12267101320614,-0.516844611543689,2.59799810101321,-3.64078780899926,0.601509489035094,-1.08631785566391,1.25217826966767,-0.158345125060359,-0.00907618186588317,0,0
"108",67,2.61199706563437,-5.1552720178781,0.841843723294002,-1.06093751758018,-1.29439137139776,-1.87916487469428,-0.132352787017174,2.0558917560285,-0.650653920365855,1,0
"109",68,1.64339059926675,-5.47026401853747,-1.53168013486074,2.12652296213511,-2.54902137088081,-2.47731871676534,-1.10771317554571,0.867286061573303,-0.817874581741297,0,1
"110",68,3.24545802855965,2.07837900005371,3.4216243750898,1.63097123535222,1.18127720423158,0.112380088110808,2.52559292746328,-1.11275759844381,0.215188222508537,1,1
"111",69,3.46331889329744,-1.31790862106844,-0.736996487979167,1.90554242406257,1.23965118258493,0.247938463885314,0.249801812626963,0.981526819454555,-0.381086567749549,0,1
"112",69,2.80615704433967,-2.95149432560682,-1.67685198286199,0.913328147066696,2.18291019074856,0.914709736360531,1.23229702115102,0.348921172575604,0.765306270061422,1,1
"113",70,3.36653438811292,-4.81483695862963,5.25371748183034,-0.669368964910447,-0.848144371744588,-0.670441084102081,-2.19828504956118,2.17616339112596,-0.865747788423635,0,1
"114",70,3.14166332640511,-0.220894074337962,1.78053931164451,0.977580166826574,2.19857607657027,0.619087874225106,-0.0843867830563904,0.880859916222156,0.780547565050924,1,1
"115",71,4.43412295617739,-3.49543494961855,1.99235474945016,4.74965368844178,0.111729752287135,1.28070611081334,1.32851853478046,0.41237384685094,0.24764713052335,0,1
"116",71,1.30397527220427,-1.12346680780592,-0.273495357868547,4.27206819360747,0.875419426169884,1.31474771615593,-0.207628444471176,0.698527840453042,0.503834015113771,1,1
"117",72,1.68919235580736,-4.36296775180579,1.89085887430646,-1.04927796761569,-1.88591874053013,-0.073121629543745,-0.37695891593688,1.20224607350303,0.214892004911839,0,0
"118",72,0.408489652347216,-4.01579829392651,0.917312736552558,-0.639216647202528,-1.17432431077259,-1.57371881351634,-0.476467368864746,1.28318900714992,0.453187161072762,1,0
"119",73,5.8196455895024,-1.04707389581627,2.95873785866565,0.551332165245583,1.82989617098013,-0.247395102572624,1.42180029986613,0.451488469345346,-1.22901094038,0,1
"120",73,4.81839426450598,-3.06320572457899,0.579756647187465,2.22627101822644,1.20681894558149,-0.144951070144442,-0.748935519950131,0.872695084402365,0.0290804035225815,1,1
"121",74,-0.323102867962033,-4.66563414646517,3.11993573873772,-0.401578965576811,-0.458314021805519,0.866087186629963,-0.570503238580068,0.84440188207989,0.333501638254332,0,1
"122",74,1.09865654585728,-5.39002152390368,0.944034111295189,0.617180293992314,-3.84183230573619,1.71355986291848,0.323500246628698,1.02097911106993,-1.28466685444055,1,1
"123",75,1.54667232739797,-6.33105433692663,-1.06529883042339,-1.51619377611121,-2.16449526361405,-0.69941356583395,-0.575658037407403,1.47524541899102,-1.3697178700342,0,1
"124",75,-3.53937270198517,-0.611884113189011,-2.17834350413919,-1.00793801192395,0.784304495024009,0.350583880267379,-0.704011883031343,-0.877627565456082,0.250384287575119,1,1
"125",76,-2.65362101213546,-3.11485401919443,-0.227976741145507,-1.24760868988514,-0.461806464516538,0.779675914682505,-1.52692247023197,-0.02298098650577,1.43053491021704,0,1
"126",76,-1.50720401981588,-4.78004327133966,-1.97183193755783,-1.5512929127517,-1.00092202880306,-0.909335853896387,-0.76796495188724,0.990015219234858,0.827759313254967,1,1
"127",77,-1.61059875255373,-4.70424247006869,-1.88394496924486,-2.51010574626037,-1.03661576306398,0.992108290692152,1.22458362847164,0.699306678889216,0.881035359924699,0,1
"128",77,-6.73037101763814,5.07367271770794,5.06525287672658,-1.86472023982852,4.01376712516319,0.528915285234701,-3.85577852360543,0.48352528447142,-0.0885164205304677,1,1
"129",78,3.57588028549625,-3.98890686649157,0.680268194918046,3.20868619349758,0.495240651468155,2.82020296585185,1.20010651420597,1.32640565737979,0.785380759288443,0,1
"130",78,0.443809823500911,1.4058083495233,1.59870666025762,1.91510826841201,1.06084095069771,2.64821368151854,-0.0719278800284357,0.517148316559934,1.07059741517853,1,1
"131",79,3.13308443447163,-3.24895049246469,-5.15028519714473,0.566425348359097,-0.60300968809303,-0.575390582012837,2.22362541163114,1.2974321398542,-0.449933086492581,0,0
"132",79,-2.04233392876214,-2.67054693303551,1.22776198402202,0.814536528099758,-3.11877666150543,0.926398453546362,-0.146687468139335,-0.693093870099523,-0.294905595438373,1,0
"133",80,-0.443413044513613,-3.31426518577274,1.42984886522572,-1.55130483831744,-0.991791126358323,0.440126722925117,0.00908097033447639,1.40408640802934,1.07489157978413,0,0
"134",80,0.0869119187503682,-3.90808907740551,-0.603887087182816,-0.15264407809635,-1.0153917624617,-0.346980469180826,0.443911593901531,-0.0680908430538871,0.364010520814773,1,0
"135",81,-1.14770761259435,-4.36530714696555,0.831504257629915,2.02018315739175,-3.1036626222064,1.86867458848772,-0.682946319323781,-1.01146641164381,0.430935782342433,0,1
"136",81,-2.91133206896648,-1.27547565212127,2.38618653443713,-1.121199237451,-0.14595701921125,2.1326252137601,0.834059609001801,0.745197456832246,0.822634174403534,1,1
"137",83,-6.25259815100212,2.32242089652582,-0.225036965125425,1.0245434140775,-2.17599649521857,-0.234281526886161,-0.587844159858765,0.229327908640755,0.3304696296989,0,0
"138",83,-0.750707414981862,-1.85642523316099,-4.02907869600388,-0.04135497888563,2.88420327295138,1.4409300696859,1.65457880944058,2.06062073925653,0.048623403270057,1,0
"139",84,0.426925641746082,-2.57218488078588,-4.55397702687112,1.76688568515235,2.26986629127053,1.2338562571992,1.58742206713705,0.200236887970851,0.628279174378831,0,1
"140",84,0.663391458475802,1.07630017193327,-0.476902984941313,3.42871950563653,-2.5494574229331,0.76390969284276,1.10789658804924,-1.40554424524881,0.562997154620244,1,1
"141",85,4.18497184156687,-1.77056214245444,0.602877814492095,1.90325116806406,-1.56125791024401,1.76531067885245,0.0259353593132859,-1.03391329820502,-0.65834891568269,0,1
"142",85,2.53942810275998,-1.45960550666702,0.352125416897514,0.0446458843344418,1.55022052795903,2.57600246480022,0.890163443010869,-0.335160682062262,1.50931849595477,1,1
"143",86,-5.35441321653459,0.749192967539927,1.11283564842937,-0.509642615717081,1.73398419311544,0.709473035397242,-1.75177537260332,0.314585856803054,0.767913279060577,0,1
"144",86,3.62026522186439,0.394381409865822,1.79929796629328,-1.8897159497094,3.24225200910466,1.94345947468401,2.00530250198993,-0.0286992315896294,0.516181900601091,1,1
"145",87,-1.6536416600061,-2.637204824427,-3.77645587372425,-2.29607231072125,-0.0725321068474343,0.728809568437594,1.30720522847599,0.0900752210102969,-0.14779402371109,0,1
"146",87,-1.82856262871633,3.86578817225794,1.38037064087954,3.1377841152939,3.08333364618516,0.828154295971973,-0.676321329478549,1.13216034419564,2.0040102795036,1,1
"147",88,3.72431212770118,-0.465363368997234,2.83892022485363,2.28486003325541,4.30536483237864,-0.520747848485916,0.198630649568477,0.394788220610979,1.42078588778297,0,1
"148",88,-4.65761914569929,3.35103067831575,0.568150650339368,-2.63522027430557,2.18964791685757,-0.185838201837518,-0.695070426887792,0.0683168552250604,1.5309066611712,1,1
"149",89,-2.28932805247738,-2.39751208955782,-1.03643669955345,-3.63715872248269,2.00862699952424,-2.92751901568183,1.16311221311719,-0.574341636672748,-3.03777938054919,0,1
"150",89,-5.20673425490353,5.5421542698238,6.33757873109964,-1.09177147474589,0.977752840827852,0.133492507769159,1.93516313165879,1.25651723563246,0.82285088471032,1,1
"151",90,0.71921688872843,-0.74706922418962,-3.4367908900018,-0.951364170766297,2.9811562788857,1.07575635185194,0.603212592095259,0.761308363662754,0.787510265457998,0,1
"152",90,-2.23564892307531,1.54541534175045,-4.08394011519012,2.42739200465057,0.83666760050697,0.422792300779993,-0.138699055070607,-0.247779451263893,0.494136699055862,1,1
"153",91,-7.01243403794209,8.36195849200658,4.25176289891606,1.70299438315835,2.41202262632353,0.676891883732648,-0.6356208748454,8.42175105552697,0.087180834690708,0,1
"154",91,6.40127542543669,-2.21014124810777,2.18114973059479,3.04482191243146,2.02205703623359,-3.96521446211461,1.27744963462495,1.02257737357662,-1.1879186779641,1,1
"155",92,-0.223843005016762,-3.98604855870837,3.3108273830086,0.216489969625645,-0.565643666541667,1.21236339963929,-1.0806929325957,-0.189367021459417,0.508627022563841,0,0
"156",92,-3.08037184077818,-1.65223010129773,-0.821542495874431,-2.77852759469882,0.552185751372449,0.59851523480233,0.315053384625625,0.732747796125913,1.39703515195284,1,0
"157",93,-0.546104954587247,-2.89806974852615,3.3866742588534,-2.74995078959586,-0.685670628328437,1.77796193186489,-0.663943061168232,0.837087089483617,1.23822204286146,0,0
"158",93,2.4332507618317,-2.17489577457597,-1.4835479956058,0.971475899168807,1.24212785534139,2.01765150240967,0.932174798748804,1.16699521912593,0.699373959059378,1,0
"159",94,0.478124546023065,-4.57356326162123,6.28696072694778,0.507416781605623,-1.49841499949985,2.01139732833224,-0.960723903637756,0.144698851147363,0.473399295946416,0,0
"160",94,-1.83519638050167,-2.64672395464147,0.277853618154128,-1.23392488598649,-1.21575586532551,1.47967807450682,0.0165954502622482,-1.27723168969367,0.562585090593852,1,0
